name,l_deg,b_deg,radius_deg
4FGL J0115.6+0356 ,134.50613736130313,-58.379632998418025,0.4
4FGL J0115.8+2519 ,129.8522434362244,-37.21156195687785,0.4
4FGL J0116.0-1136 ,144.50388528440783,-73.44039310765655,0.4
4FGL J0116.0-2745 ,220.9402825051243,-84.51191121402998,0.4
4FGL J0116.2-6153 ,297.8440589793842,-54.98786977516844,0.4
4FGL J0116.5-2812 ,225.3044472427472,-84.34074584098725,0.4
4FGL J0116.5-3046 ,248.02644908323362,-83.39751738646828,0.4
4FGL J0116.8+6914 ,125.19040025658754,6.481081202542177,0.4
4FGL J0117.5-2442 ,192.04601014173048,-83.6505181507415,0.4
4FGL J0117.8-2109 ,169.55533308817502,-81.5263452434549,0.4
4FGL J0117.9+1430 ,132.51751340302152,-47.877858422669284,0.4
4FGL J0118.3-6008 ,296.8381117686719,-56.66604958582333,0.4
4FGL J0118.7-0848 ,143.62164701788285,-70.57454058464657,0.4
4FGL J0118.9-2141 ,173.40577756569004,-81.72015155189052,0.4
4FGL J0119.0-1458 ,152.18538930880086,-76.25819614903502,0.4
4FGL J0119.4-5354 ,293.90957549197657,-62.71831314717246,0.4
4FGL J0119.6+4158 ,128.53261344445121,-20.58183188779935,0.4
4FGL J0119.9+4053 ,128.73380859285058,-21.658712361652597,0.4
4FGL J0120.1+0505 ,136.1709541382253,-57.039965836135295,0.4
4FGL J0120.2-7944 ,301.3245505669699,-37.29703485883793,0.4
4FGL J0120.4-2701 ,213.65462986544392,-83.5328181791002,0.4
4FGL J0121.4-7216 ,299.7314786163042,-44.66124180381495,0.4
4FGL J0121.5+7906 ,124.41107643652136,16.31755297625035,0.4
4FGL J0121.7+5153 ,127.68354614108154,-10.697120572587371,0.4
4FGL J0121.8+1147 ,134.65797396471743,-50.38150867763082,0.4
4FGL J0121.8-3916 ,277.2688472073238,-76.30427560795891,0.4
4FGL J0122.1-3004 ,238.33246071616202,-82.65391238409889,0.4
4FGL J0122.4+1034 ,135.23795915073106,-51.556483196575044,0.4
4FGL J0122.4-1509 ,155.54359832602083,-76.02415139916812,0.4
4FGL J0123.1+3421 ,130.34884226329117,-28.060646729200858,0.4
4FGL J0123.7+4209 ,129.30543973827233,-20.307107622516455,0.4
4FGL J0123.7-2311 ,186.4139314431085,-81.70012685029538,0.4
4FGL J0123.7-4129 ,280.2118993598559,-74.17924820080971,0.4
4FGL J0124.0+3035 ,131.1846132988058,-31.75784970941957,0.4
4FGL J0124.8-0625 ,145.44011400666838,-67.83154106644763,0.4
4FGL J0125.3+6820 ,126.06273584298548,5.675692583503686,0.4
4FGL J0125.3-5112 ,290.28385281160814,-65.0766626403856,0.4
4FGL J0125.3-2548 ,204.98271233250404,-82.28944024750355,0.4
4FGL J0125.4+3200 ,131.2858778362107,-30.310630348136616,0.4
4FGL J0125.7-0015 ,141.37396520243493,-61.904200029246276,0.4
4FGL J0125.8-6348 ,296.6500924903095,-52.89988143404058,0.4
4FGL J0125.8+2605 ,132.52153818431313,-36.14085304607049,0.4
4FGL J0125.9-6303 ,296.3412720102611,-53.62782388982366,0.4
4FGL J0126.0-2221 ,183.58541450372903,-80.80670198395757,0.4
4FGL J0126.3-6746 ,297.91082972819316,-49.01010256989031,0.4
4FGL J0126.5-1553 ,160.67922911334813,-76.10942546746456,0.4
4FGL J0126.8+2412 ,133.17609380366164,-37.95704065888984,0.4
4FGL J0127.1+3310 ,131.47441847847224,-29.10348381055528,0.4
4FGL J0127.2-0819 ,148.84596296519746,-69.38137869375382,0.4
4FGL J0127.2+0324 ,140.12785925217193,-58.25654530720384,0.4
